"id_turma";"codigo_turma";"id_docente_interno";"id_docente_externo";"observacao";"id_componente_curricular";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes";
"1217099";"01";"18225";"";"";"52922";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015-05-11";"2015-05-15";"23456T234";"";"26";"REGULAR";"f";"2015-06-01 12:53:14.625";"f";"";"15";"CONSOLIDADA";"";"Presencial";
"1217100";"01";"18695";"";"";"52921";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015-04-14";"2015-04-17";"345T2345 6T234 (14/04/2015 - 17/04/2015)";"";"26";"REGULAR";"f";"2015-10-08 16:19:21.901";"f";"";"8";"CONSOLIDADA";"";"Presencial";
"1217101";"01";"5753068";"";"";"52925";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015-02-09";"2015-02-13";"23456T123456";"";"26";"REGULAR";"f";"2015-06-01 12:50:38.962";"f";"";"30";"CONSOLIDADA";"";"Presencial";
"1217102";"01";"";"109565745";"";"52920";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015-03-10";"2015-03-13";"23456T123456";"";"26";"REGULAR";"f";"2015-08-26 11:48:34.146";"f";"";"24";"CONSOLIDADA";"";"Presencial";
"1217102";"01";"";"109565716";"";"52920";"LATO SENSU";"";"Depto. de Oceanografia e Limnologia";"2015";"1";"2015-03-10";"2015-03-13";"23456T123456";"";"26";"REGULAR";"f";"2015-08-26 11:48:34.146";"f";"";"24";"CONSOLIDADA";"";"Presencial";
"1237217";"01";"26152";"";"";"55558";"LATO SENSU";"";"DOD";"2015";"1";"2015-03-05";"2015-03-27";"6T2345";"";"12";"REGULAR";"f";"2016-02-10 14:06:53.464";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"1237222";"01";"5753866";"";"";"55563";"LATO SENSU";"";"DOD";"2015";"1";"2015-01-08";"2015-04-30";"6N234";"";"12";"REGULAR";"f";"2016-02-15 21:20:30.937";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"1239193";"01";"";"105114315";"";"56346";"TÉCNICO";"";"EAJ";"2015";"1";"2015-02-02";"2015-05-20";"6N1234";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"1239196";"01";"";"106944901";"";"56340";"TÉCNICO";"";"EAJ";"2015";"1";"2015-04-01";"2015-06-10";"4N1234";"";"40";"REGULAR";"f";"2015-08-01 01:54:04.375";"f";"";"58";"CONSOLIDADA";"";"Presencial";
"1239203";"01";"";"105135549";"";"57142";"TÉCNICO";"";"ESCOLA AGRÍCOLA DE JUNDIAÍ - EAJ";"2015";"1";"2015-02-23";"2015-06-20";"5N1234";"";"40";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"1239272";"01";"5756213";"";"";"52656";"GRADUAÇÃO";"Campus Central";"B203 no CIVT";"2015";"1";"2015-02-02";"2015-06-20";"24T56 (02/02/2015 - 20/06/2015)";"";"60";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"1239275";"01";"5757161";"";"";"2041854";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 2";"2015";"1";"2015-02-02";"2015-06-20";"6M34";"5";"45";"REGULAR";"f";"2015-06-23 09:49:33.375";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"1239275";"01";"22932";"";"";"2041854";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 2";"2015";"1";"2015-02-02";"2015-06-20";"6M34";"5";"45";"REGULAR";"f";"2015-06-23 09:49:33.375";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"1239275";"01";"1574976";"";"";"2041854";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 2";"2015";"1";"2015-02-02";"2015-06-20";"6M34";"5";"45";"REGULAR";"f";"2015-06-23 09:49:33.375";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"1239276";"01";"5757037";"";"";"2045600";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 1";"2015";"1";"2015-02-02";"2015-06-20";"2T23 4T345";"28";"40";"REGULAR";"f";"2015-06-19 10:28:09.708";"f";"";"87";"CONSOLIDADA";"";"Presencial";
"1239276";"01";"5752774";"";"";"2045600";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 1";"2015";"1";"2015-02-02";"2015-06-20";"2T23 4T345";"28";"40";"REGULAR";"f";"2015-06-19 10:28:09.708";"f";"";"87";"CONSOLIDADA";"";"Presencial";
"1239278";"01A";"5754337";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"12";"10";"REGULAR";"f";"2015-06-22 15:39:52.774";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239278";"01A";"5752702";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"12";"10";"REGULAR";"f";"2015-06-22 15:39:52.774";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239278";"01A";"5756586";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"12";"10";"REGULAR";"f";"2015-06-22 15:39:52.774";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239278";"01A";"5756456";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"12";"10";"REGULAR";"f";"2015-06-22 15:39:52.774";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239279";"01B";"5754337";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"11";"10";"REGULAR";"f";"2015-06-22 15:39:54.251";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239279";"01B";"5756456";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"11";"10";"REGULAR";"f";"2015-06-22 15:39:54.251";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239279";"01B";"5756586";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"11";"10";"REGULAR";"f";"2015-06-22 15:39:54.251";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239280";"01C";"5752702";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"9";"10";"REGULAR";"f";"2015-06-22 15:39:55.615";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239280";"01C";"5756586";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"9";"10";"REGULAR";"f";"2015-06-22 15:39:55.615";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239280";"01C";"5756456";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"9";"10";"REGULAR";"f";"2015-06-22 15:39:55.615";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239281";"01D";"5756586";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"4";"10";"REGULAR";"f";"2015-06-22 15:39:56.849";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239281";"01D";"5754337";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"4";"10";"REGULAR";"f";"2015-06-22 15:39:56.849";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239281";"01D";"5756456";"";"";"2045601";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 4";"2015";"1";"2015-02-02";"2015-06-20";"24M2345  3T2345";"4";"10";"REGULAR";"f";"2015-06-22 15:39:56.849";"f";"1239277";"212";"CONSOLIDADA";"";"Presencial";
"1239283";"01A";"5757161";"";"";"2045603";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 2";"2015";"1";"2015-02-02";"2015-06-20";"3M234";"22";"21";"REGULAR";"f";"2015-06-25 10:29:27.365";"f";"1239282";"51";"CONSOLIDADA";"";"Presencial";
"1239283";"01A";"25924";"";"";"2045603";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 2";"2015";"1";"2015-02-02";"2015-06-20";"3M234";"22";"21";"REGULAR";"f";"2015-06-25 10:29:27.365";"f";"1239282";"51";"CONSOLIDADA";"";"Presencial";
"1239284";"01B";"25924";"";"";"2045603";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 2";"2015";"1";"2015-02-02";"2015-06-20";"3M235";"12";"20";"REGULAR";"f";"2015-06-25 10:29:26.276";"f";"1239282";"51";"CONSOLIDADA";"";"Presencial";
"1239284";"01B";"5757161";"";"";"2045603";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 2";"2015";"1";"2015-02-02";"2015-06-20";"3M235";"12";"20";"REGULAR";"f";"2015-06-25 10:29:26.276";"f";"1239282";"51";"CONSOLIDADA";"";"Presencial";
"1239286";"01A";"5753016";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"8";"7";"REGULAR";"f";"2015-06-25 20:43:28.587";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239286";"01A";"5756989";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"8";"7";"REGULAR";"f";"2015-06-25 20:43:28.587";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239286";"01A";"26267";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"8";"7";"REGULAR";"f";"2015-06-25 20:43:28.587";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239286";"01A";"5753007";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"8";"7";"REGULAR";"f";"2015-06-25 20:43:28.587";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239286";"01A";"5756676";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"8";"7";"REGULAR";"f";"2015-06-25 20:43:28.587";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239287";"01B";"5753007";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"9";"7";"REGULAR";"f";"2015-06-25 20:43:26.131";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239287";"01B";"26267";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"9";"7";"REGULAR";"f";"2015-06-25 20:43:26.131";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239287";"01B";"5756989";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"9";"7";"REGULAR";"f";"2015-06-25 20:43:26.131";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239287";"01B";"5756676";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"9";"7";"REGULAR";"f";"2015-06-25 20:43:26.131";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239287";"01B";"5753016";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"9";"7";"REGULAR";"f";"2015-06-25 20:43:26.131";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239288";"01C";"5756676";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"5";"7";"REGULAR";"f";"2015-06-25 20:43:29.659";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239288";"01C";"5756989";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"5";"7";"REGULAR";"f";"2015-06-25 20:43:29.659";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239288";"01C";"5753016";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"5";"7";"REGULAR";"f";"2015-06-25 20:43:29.659";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239288";"01C";"5753007";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"5";"7";"REGULAR";"f";"2015-06-25 20:43:29.659";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239288";"01C";"26267";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"5";"7";"REGULAR";"f";"2015-06-25 20:43:29.659";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239289";"01D";"5756989";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"7";"8";"REGULAR";"f";"2015-06-25 20:43:32.024";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239289";"01D";"5753007";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"7";"8";"REGULAR";"f";"2015-06-25 20:43:32.024";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239289";"01D";"5756676";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"7";"8";"REGULAR";"f";"2015-06-25 20:43:32.024";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239289";"01D";"5753016";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"7";"8";"REGULAR";"f";"2015-06-25 20:43:32.024";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239289";"01D";"26267";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"7";"8";"REGULAR";"f";"2015-06-25 20:43:32.024";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239291";"01A";"5757417";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"2M345  3T1234";"9";"10";"REGULAR";"f";"2015-06-19 10:33:09.391";"f";"1239290";"121";"CONSOLIDADA";"";"Presencial";
"1239291";"01A";"5757022";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"2M345  3T1234";"9";"10";"REGULAR";"f";"2015-06-19 10:33:09.391";"f";"1239290";"121";"CONSOLIDADA";"";"Presencial";
"1239291";"01A";"1574976";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"2M345  3T1234";"9";"10";"REGULAR";"f";"2015-06-19 10:33:09.391";"f";"1239290";"121";"CONSOLIDADA";"";"Presencial";
"1239292";"01B";"1574976";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"2M345  3T1234";"9";"10";"REGULAR";"f";"2015-06-19 10:33:07.607";"f";"1239290";"121";"CONSOLIDADA";"";"Presencial";
"1239292";"01B";"5757417";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"2M345  3T1234";"9";"10";"REGULAR";"f";"2015-06-19 10:33:07.607";"f";"1239290";"121";"CONSOLIDADA";"";"Presencial";
"1239292";"01B";"5757022";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"2M345  3T1234";"9";"10";"REGULAR";"f";"2015-06-19 10:33:07.607";"f";"1239290";"121";"CONSOLIDADA";"";"Presencial";
"1239294";"02A";"1574976";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"3T1234 4T123";"9";"10";"REGULAR";"f";"2015-06-19 10:39:00.73";"f";"1239293";"122";"CONSOLIDADA";"";"Presencial";
"1239294";"02A";"5757417";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"3T1234 4T123";"9";"10";"REGULAR";"f";"2015-06-19 10:39:00.73";"f";"1239293";"122";"CONSOLIDADA";"";"Presencial";
"1239294";"02A";"5757022";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"3T1234 4T123";"9";"10";"REGULAR";"f";"2015-06-19 10:39:00.73";"f";"1239293";"122";"CONSOLIDADA";"";"Presencial";
"1239295";"02B";"1574976";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"3T1234 4T123";"8";"10";"REGULAR";"f";"2015-06-19 10:39:02.491";"f";"1239293";"122";"CONSOLIDADA";"";"Presencial";
"1239295";"02B";"5757417";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"3T1234 4T123";"8";"10";"REGULAR";"f";"2015-06-19 10:39:02.491";"f";"1239293";"122";"CONSOLIDADA";"";"Presencial";
"1239295";"02B";"5757022";"";"";"2045606";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"3T1234 4T123";"8";"10";"REGULAR";"f";"2015-06-19 10:39:02.491";"f";"1239293";"122";"CONSOLIDADA";"";"Presencial";
"1239302";"01E";"5753007";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"4";"8";"REGULAR";"f";"2015-06-25 20:43:30.932";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239302";"01E";"5753016";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"4";"8";"REGULAR";"f";"2015-06-25 20:43:30.932";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239302";"01E";"5756989";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"4";"8";"REGULAR";"f";"2015-06-25 20:43:30.932";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239302";"01E";"5756676";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"4";"8";"REGULAR";"f";"2015-06-25 20:43:30.932";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239302";"01E";"26267";"";"";"2045604";"GRADUAÇÃO";"Campus Central";"DNUT / Sala 3";"2015";"1";"2015-02-02";"2015-06-20";"4M234";"4";"8";"REGULAR";"f";"2015-06-25 20:43:30.932";"f";"1239285";"57";"CONSOLIDADA";"";"Presencial";
"1239305";"01A";"5756923";"";"";"2045605";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"6M234  3T12";"15";"13";"REGULAR";"f";"2015-06-25 20:38:26.973";"f";"1239304";"85";"CONSOLIDADA";"";"Presencial";
"1239305";"01A";"21593";"";"";"2045605";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"6M234  3T12";"15";"13";"REGULAR";"f";"2015-06-25 20:38:26.973";"f";"1239304";"85";"CONSOLIDADA";"";"Presencial";
"1239306";"01B";"5756923";"";"";"2045605";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"6M234  3T34";"16";"14";"REGULAR";"f";"2015-06-25 20:38:24.065";"f";"1239304";"85";"CONSOLIDADA";"";"Presencial";
"1239306";"01B";"21593";"";"";"2045605";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"6M234  3T34";"16";"14";"REGULAR";"f";"2015-06-25 20:38:24.065";"f";"1239304";"85";"CONSOLIDADA";"";"Presencial";
"1239307";"01C";"21593";"";"";"2045605";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"6M234  3T56";"13";"14";"REGULAR";"f";"2015-06-25 20:38:25.397";"f";"1239304";"85";"CONSOLIDADA";"";"Presencial";
"1239307";"01C";"5756923";"";"";"2045605";"GRADUAÇÃO";"Campus Central";"DNUT / Sala A";"2015";"1";"2015-02-02";"2015-06-20";"6M234  3T56";"13";"14";"REGULAR";"f";"2015-06-25 20:38:25.397";"f";"1239304";"85";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"5752213";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"5754345";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"5754335";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"22907";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"37281";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"23189";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"5755545";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"22869";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"2300648";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"5755282";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239308";"01";"5751840";"";"";"54275";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"35M12";"59";"60";"REGULAR";"f";"2015-06-18 20:01:49.189";"f";"";"72";"CONSOLIDADA";"";"Presencial";
"1239309";"01";"5755282";"";"";"54276";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"2M12 4M1234 (02/02/2015 - 20/06/2015)";"7";"7";"REGULAR";"f";"2015-06-18 20:05:08.258";"f";"";"114";"CONSOLIDADA";"";"Presencial";
"1239309";"01";"37281";"";"";"54276";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"2M12 4M1234 (02/02/2015 - 20/06/2015)";"7";"7";"REGULAR";"f";"2015-06-18 20:05:08.258";"f";"";"114";"CONSOLIDADA";"";"Presencial";
"1239309";"01";"5754345";"";"";"54276";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"2M12 4M1234 (02/02/2015 - 20/06/2015)";"7";"7";"REGULAR";"f";"2015-06-18 20:05:08.258";"f";"";"114";"CONSOLIDADA";"";"Presencial";
"1239309";"01";"23189";"";"";"54276";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"2M12 4M1234 (02/02/2015 - 20/06/2015)";"7";"7";"REGULAR";"f";"2015-06-18 20:05:08.258";"f";"";"114";"CONSOLIDADA";"";"Presencial";
"1239309";"01";"22869";"";"";"54276";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"2M12 4M1234 (02/02/2015 - 20/06/2015)";"7";"7";"REGULAR";"f";"2015-06-18 20:05:08.258";"f";"";"114";"CONSOLIDADA";"";"Presencial";
"1239309";"01";"5752213";"";"";"54276";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"2M12 4M1234 (02/02/2015 - 20/06/2015)";"7";"7";"REGULAR";"f";"2015-06-18 20:05:08.258";"f";"";"114";"CONSOLIDADA";"";"Presencial";
"1239309";"01";"2300648";"";"";"54276";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"2M12 4M1234 (02/02/2015 - 20/06/2015)";"7";"7";"REGULAR";"f";"2015-06-18 20:05:08.258";"f";"";"114";"CONSOLIDADA";"";"Presencial";
"1239309";"01";"5754335";"";"";"54276";"GRADUAÇÃO";"Campus Central";"HUOL";"2015";"1";"2015-02-02";"2015-06-20";"2M12 4M1234 (02/02/2015 - 20/06/2015)";"7";"7";"REGULAR";"f";"2015-06-18 20:05:08.258";"f";"";"114";"CONSOLIDADA";"";"Presencial";
